province,ward,code,type,lat,lon,population,area_km2
Thanh Hóa,xã Lương Sơn,15628,xã,19.9679,105.252,23912,159.21
Thanh Hóa,xã Hoằng Phú,15889,xã,19.9059,105.805,23006,15.35
Thanh Hóa,xã Kiên Thọ,15112,xã,19.9604,105.405,22226,56.52
Thanh Hóa,phường Nam Sầm Sơn,16516,phường,19.7169,105.847,37572,18.48
Thanh Hóa,xã Lam Sơn,15544,xã,19.9098,105.402,33117,24.90
Thanh Hóa,xã Hồi Xuân,14869,xã,20.3988,105.107,10432,117.25
Thanh Hóa,xã Mậu Lâm,16249,xã,19.6851,105.598,,646.06
Thanh Hóa,xã Ngọc Trạo,15250,xã,20.0910,105.733,23475,79.62
Thanh Hóa,xã Nga An,16144,xã,20.0465,106.036,2495,28.10
Thanh Hóa,xã Lưu Vệ,16438,xã,19.7298,105.792,40381,26.84
Thanh Hóa,xã Nam Xuân,14902,xã,20.4373,104.938,5852,131.40
Thanh Hóa,xã Lĩnh Toại,15298,xã,20.0041,105.896,24888,30.48
Thanh Hóa,xã Mường Mìn,15025,xã,20.2524,104.733,2991,89.21
Thanh Hóa,xã Ngọc Lặc,15061,xã,20.1080,105.336,39481,90.39
Thanh Hóa,phường Nghi Sơn,16654,phường,19.3200,105.782,32939,42.82
Thanh Hóa,xã Nga Thắng,16114,xã,19.9836,105.941,26542,27.52
Thanh Hóa,xã Hoằng Tiến,15991,xã,19.8679,105.926,29687,23.79
Thanh Hóa,xã Nguyệt Ấn,15106,xã,20.0117,105.324,23462,98.52
Thanh Hóa,xã Nhi Sơn,14864,xã,20.4820,104.632,3514,38.67
Thanh Hóa,xã Kim Tân,15187,xã,20.1267,105.671,4078,61.61
Thanh Hóa,phường Nguyệt Viên,15925,phường,19.8305,105.815,,22.30
Thanh Hóa,xã Hoạt Giang,15286,xã,20.0367,105.86,21561,27.34
Thanh Hóa,xã Quang Chiểu,14860,xã,20.4602,104.453,5986,109.88
Thanh Hóa,xã Pù Nhi,14863,xã,20.4527,104.57,5922,65.72
Thanh Hóa,xã Phú Xuân,14890,xã,20.4653,105.022,34836,140.74
Thanh Hóa,xã Quan Sơn,15016,xã,20.2756,104.929,7511,98.20
Thanh Hóa,phường Quảng Phú,16522,phường,19.7709,105.809,29401,36.21
Thanh Hóa,xã Quý Lương,14953,xã,20.3455,105.357,15125,133.44
Thanh Hóa,xã Quảng Bình,16543,xã,19.6739,105.813,38013,23.51
Thanh Hóa,xã Quảng Ngọc,16498,xã,19.6687,105.748,33588,34.39
Thanh Hóa,xã Quảng Chính,16489,xã,19.6315,105.781,30765,26.14
Thanh Hóa,xã Quảng Ninh,16540,xã,19.6992,105.808,3621,100.27
Thanh Hóa,xã Sơn Điện,15022,xã,20.2754,104.814,5002,94.37
Thanh Hóa,xã Na Mèo,15013,xã,20.2999,104.659,4174,127.44
Thanh Hóa,xã Nga Sơn,16093,xã,19.9881,105.98,47176,27.14
Thanh Hóa,xã Ngọc Liên,15091,xã,20.0779,105.45,27782,79.99
Thanh Hóa,xã Nông Cống,16279,xã,19.6327,105.659,50439,50.70
Thanh Hóa,xã Sao Vàng,15553,xã,19.8762,105.45,44643,89.27
Thanh Hóa,xã Quảng Yên,16480,xã,19.7186,105.74,27768,24.92
Thanh Hóa,phường Sầm Sơn,16531,phường,19.7551,105.889,99866,30.29
Thanh Hóa,xã Thanh Phong,16213,xã,19.6086,105.306,9619,150.21
Thanh Hóa,xã Thạch Quảng,15199,xã,20.3277,105.49,15766,123.54
Thanh Hóa,xã Tam Chung,14848,xã,20.5660,104.642,,122.00
Thanh Hóa,xã Sơn Thủy,15010,xã,20.3545,104.742,12658,95.77
Thanh Hóa,xã Tam Lư,15019,xã,20.1934,104.947,6124,162.72
Thanh Hóa,xã Tân Ninh,15715,xã,19.7543,105.609,27427,53.63
Thanh Hóa,xã Thành Vinh,15229,xã,20.2566,105.61,27008,115.47
Thanh Hóa,xã Thiết Ống,14980,xã,20.2874,105.188,13227,94.32
Thanh Hóa,xã Thọ Bình,15667,xã,19.8222,105.471,18556,47.12
Thanh Hóa,xã Thiệu Toán,15820,xã,19.8906,105.615,29915,28.39
Thanh Hóa,xã Thạch Bình,15211,xã,20.1878,105.591,39553,90.47
Thanh Hóa,xã Tân Thành,15661,xã,19.7836,105.365,30611,64.80
Thanh Hóa,xã Thanh Kỳ,16273,xã,19.4442,105.596,12531,145.26
Thanh Hóa,xã Tân Tiến,16108,xã,19.9834,106.009,33994,207.20
Thanh Hóa,xã Thăng Bình,16342,xã,19.5907,105.658,54415,68.91
Thanh Hóa,xã Tây Đô,15361,xã,20.0887,105.596,27440,35.36
Thanh Hóa,xã Thiệu Trung,15835,xã,19.8643,105.667,32152,21.82
Thanh Hóa,xã Thọ Lập,15568,xã,19.9677,105.451,27849,33.81
Thanh Hóa,xã Thọ Xuân,15499,xã,19.9293,105.512,34346,27.40
Thanh Hóa,xã Ba Đình,16171,xã,20.0327,105.954,20696,27.22
Thanh Hóa,xã Pù Luông,14956,xã,20.4587,105.137,9573,81.71
Thanh Hóa,xã Hoa Lộc,16072,xã,19.9203,105.916,41417,34.69
Thanh Hóa,xã Thượng Ninh,16225,xã,19.7139,105.413,13991,92.61
Thanh Hóa,phường Hải Lĩnh,16597,phường,19.4926,105.75,1833,41.18
Thanh Hóa,xã Đồng Lương,15058,xã,20.1880,105.221,11875,76.10
Thanh Hóa,phường Tân Dân,16594,phường,19.5363,105.782,22095,24.59
Thanh Hóa,xã Thạch Lập,15085,xã,20.1537,105.363,19465,83.78
Thanh Hóa,xã Như Thanh,16228,xã,19.6563,105.542,26231,84.07
Thanh Hóa,phường Hạc Thành,14797,phường,19.8028,105.789,197142,24.63
Thanh Hóa,phường Quang Trung,14818,phường,20.0806,105.851,32808,29.22
Thanh Hóa,phường Ngọc Sơn,16576,phường,19.5802,105.781,47911,38.16
Thanh Hóa,xã Yên Thọ,16264,xã,19.5587,105.599,23029,80.63
Thanh Hóa,xã Hà Trung,15271,xã,19.9916,105.837,30151,34.14
Thanh Hóa,xã Thiên Phủ,14908,xã,20.3607,104.891,6485,147.48
Thanh Hóa,xã Thiệu Hóa,15772,xã,19.9059,105.679,4887,36.16
Thanh Hóa,xã Thiệu Quang,15796,xã,19.9120,105.734,33689,35.45
Thanh Hóa,xã Thiệu Tiến,15778,xã,19.9258,105.625,25383,23.68
Thanh Hóa,xã Thọ Ngọc,15754,xã,19.8539,105.52,24322,27.22
Thanh Hóa,phường Bỉm Sơn,14812,phường,20.0740,105.912,45997,51.84
Thanh Hóa,xã Minh Sơn,15124,xã,20.0338,105.391,29388,81.77
Thanh Hóa,xã Xuân Bình,16177,xã,19.5171,105.406,16385,183.18
Thanh Hóa,xã Định Tân,15457,xã,19.9881,105.689,28406,30.67
Thanh Hóa,xã Thanh Quân,16222,xã,19.7010,105.297,12107,109.22
Đà Nẵng,phường An Hải,20275,phường,16.0689,108.237,82635,7.37
Đà Nẵng,phường An Thắng,20575,phường,15.9096,108.226,34176,19.64
Đà Nẵng,phường Bàn Thạch,20335,phường,15.5804,108.483,368,34.77
Đà Nẵng,phường An Khê,20305,phường,16.0367,108.179,50495,57.44
Đà Nẵng,xã Bến Hiên,20494,xã,15.8408,107.716,4588,255.85
Thanh Hóa,xã Thắng Lợi,16309,xã,19.6798,105.663,27909,40.26
Thanh Hóa,xã Triệu Sơn,15664,xã,19.8337,105.617,54445,41.09
Thanh Hóa,xã Xuân Tín,15574,xã,19.9877,105.492,26531,31.93
Thanh Hóa,xã Trung Chính,16297,xã,19.7285,105.672,3544,44.09
Thanh Hóa,xã Như Xuân,16174,xã,19.6429,105.495,13496,69.87
Thanh Hóa,xã Trung Thành,14872,xã,20.5731,104.916,35593,35.88
Thanh Hóa,xã Thọ Long,15505,xã,19.9058,105.551,31101,22.13
Thanh Hóa,xã Thọ Phú,15763,xã,19.8594,105.567,40004,35.12
Thanh Hóa,xã Phú Lệ,14878,xã,20.5405,104.996,6677,139.50
Đà Nẵng,phường Cẩm Lệ,20260,phường,16.0054,108.173,78837,14.05
Đà Nẵng,xã Đức Phú,20977,xã,15.4397,108.504,924,108.97
Thanh Hóa,xã Xuân Hòa,15520,xã,19.9289,105.48,78491,306.00
Thanh Hóa,xã Thắng Lộc,15643,xã,19.7641,105.31,8893,73.75
Đà Nẵng,phường Điện Bàn Đông,20579,phường,15.9309,108.274,72273,61.02
Đà Nẵng,phường Điện Bàn,20551,phường,15.8766,108.275,4127,19.78
Đà Nẵng,xã Tam Hải,20992,xã,15.4884,108.657,10312,13.32
Đà Nẵng,xã Vu Gia,20539,xã,15.8522,108.069,27649,25.12
Đà Nẵng,phường Điện Bàn Bắc,20557,phường,15.9381,108.186,3078,36.39
Thanh Hóa,xã Quý Lộc,15412,xã,20.0657,105.527,28549,38.01
Đà Nẵng,phường Hải Vân,20194,phường,16.1315,107.972,48992,406.09
Đà Nẵng,phường Hòa Cường,20257,phường,16.0458,108.212,119363,15.72
Đà Nẵng,phường Hòa Khánh,20200,phường,16.0471,108.131,112518,40.93
Đà Nẵng,xã Bà Nà,20308,xã,16.0369,108.046,25267,136.41
Đà Nẵng,phường Hội An,20410,phường,15.8697,108.33,,11.0747
Đà Nẵng,phường Hòa Xuân,20314,phường,15.9865,108.21,8558,27.96
Đà Nẵng,xã Đắc Pring,20716,xã,15.5054,107.602,3060,412.49
Đà Nẵng,phường Hội An Tây,20401,phường,15.8966,108.319,4237,18.09
Đà Nẵng,phường Hội An Đông,20413,phường,15.8821,108.361,31109,18.22
Đà Nẵng,phường Hương Trà,20350,phường,15.5443,108.494,33523,14.64
Đà Nẵng,xã Hòa Tiến,20332,xã,15.9566,108.1,38823,65.90
Đà Nẵng,xã Trà Vân,20959,xã,15.0889,108.21,5342,85.58
Đà Nẵng,xã Xuân Phú,20650,xã,15.7904,108.302,29608,55.60
Đà Nẵng,xã Avương,20458,xã,15.9534,107.56,,225.87
Đà Nẵng,đặc khu Hoàng Sa,20333,,15.6080,107.999,,0
Đà Nẵng,xã Gò Nổi,20587,xã,15.8533,108.207,29968,36.20
Đà Nẵng,xã Duy Xuyên,20623,xã,15.7819,108.202,32243,125.78
Đà Nẵng,xã Việt An,20767,xã,15.5729,108.172,26196,150.17
Đà Nẵng,xã Đông Giang,20467,xã,15.9316,107.66,5131,205.23
Đà Nẵng,xã Khâm Đức,20722,xã,15.5124,107.777,9741,161.98
Đà Nẵng,xã Điện Bàn Tây,20569,xã,15.8864,108.177,44473,43.31
Đà Nẵng,xã Duy Nghĩa,20635,xã,15.8393,108.367,32143,35.36
Đà Nẵng,xã Đại Lộc,20500,xã,15.8990,108.103,61217,73.97
Đà Nẵng,xã Bến Giằng,20710,xã,15.6497,107.705,8277,535.96
Đà Nẵng,xã Chiên Đàn,20364,xã,15.5474,108.394,32145,48.63
Đà Nẵng,phường Liên Chiểu,20197,phường,16.0933,108.092,70628,41.19
Đà Nẵng,phường Ngũ Hành Sơn,20285,phường,15.9980,108.249,115944,40.19
Đà Nẵng,xã Hà Nha,20515,xã,15.8633,107.991,38199,132.69
Đà Nẵng,xã Nam Trà My,20944,xã,15.0796,108.156,7395,178.31
Đà Nẵng,xã Đồng Dương,20818,xã,15.6440,108.284,24773,76.49
Đà Nẵng,xã Nông Sơn,20656,xã,15.7076,108.092,21018,112.53
Đà Nẵng,xã Núi Thành,20965,xã,15.4481,108.65,69406,124.75
Đà Nẵng,xã Nam Phước,20599,xã,15.8436,108.277,53498,38.85
Đà Nẵng,xã Phú Ninh,20392,xã,15.4700,108.427,26954,131.35
Đà Nẵng,xã Phước Năng,20734,xã,15.3793,107.732,8452,257.10
Đà Nẵng,xã Hòa Vang,20320,xã,15.9875,108.057,26712,107.61
Đà Nẵng,xã La Êê,20698,xã,15.6682,107.351,2371,243.12
Đà Nẵng,xã Hùng Sơn,20443,xã,15.8034,107.313,7958,287.95
Đà Nẵng,xã La Dêê,20704,xã,15.5543,107.446,293,184.81
Đà Nẵng,xã Nam Giang,20707,xã,15.6769,107.503,4979,262.94
Đà Nẵng,xã Lãnh Ngọc,20875,xã,15.4416,108.203,14847,161.14
Đà Nẵng,xã Phước Hiệp,20728,xã,15.4671,107.921,4529,340.05
Đà Nẵng,phường Quảng Phú,20356,phường,15.5924,108.514,29401,36.21
Đà Nẵng,xã Quế Phước,20669,xã,15.6484,107.955,14162,359.11
Đà Nẵng,xã Quế Sơn Trung,20662,xã,15.7212,108.261,333,111.37
Đà Nẵng,xã Phú Thuận,20542,xã,15.7841,108.004,16883,29.28
Đà Nẵng,xã Phước Chánh,20740,xã,15.3235,107.802,4466,107.56
Đà Nẵng,xã Tam Mỹ,21004,xã,15.3693,108.547,18064,173.14
Đà Nẵng,phường Tam Kỳ,20341,phường,15.5581,108.479,44075,8.36
Đà Nẵng,xã Phước Trà,20770,xã,15.4767,108.059,6933,196.22
Đà Nẵng,xã Tam Anh,20984,xã,15.4907,108.581,31026,68.84
Đà Nẵng,xã Phước Thành,20752,xã,15.3020,107.881,15803,123.49
Đà Nẵng,phường Sơn Trà,20263,phường,16.1191,108.265,8689,56.03
Đà Nẵng,xã Sông Vàng,20485,xã,15.9926,107.908,7024,183.63
Đà Nẵng,xã Tây Hồ,20380,xã,15.5884,108.383,35493,75.67
Đà Nẵng,xã Sơn Cẩm Hà,20857,xã,15.5412,108.264,17608,118.75
Đà Nẵng,xã Thăng Phú,20827,xã,15.6325,108.348,17266,60.50
Đà Nẵng,xã Thăng Bình,20791,xã,15.7226,108.354,54415,68.91
Đà Nẵng,xã Thu Bồn,20611,xã,15.7926,108.112,36909,108.77
Đà Nẵng,xã Thạnh Bình,20878,xã,15.4388,108.323,30764,174.92
Đà Nẵng,xã Thăng Trường,20836,xã,15.6811,108.462,24803,63.79
Đà Nẵng,xã Trà Đốc,20920,xã,15.3532,108.068,10475,233.61
Đà Nẵng,phường Hải Châu,20242,phường,16.0762,108.218,131427,7.58
Đà Nẵng,xã Quế Sơn,20641,xã,15.6614,108.189,34122,94.10
Đà Nẵng,xã Thạnh Mỹ,20695,xã,15.7760,107.77,9072,207.28
Đà Nẵng,xã Trà Giáp,20929,xã,15.1964,108.258,5939,121.55
Đà Nẵng,xã Tiên Phước,20854,xã,15.5043,108.345,28137,74.63
Đà Nẵng,xã Trà Linh,20950,xã,15.0158,108.056,7088,158.19
Đà Nẵng,xã Sông Kôn,20476,xã,15.9751,107.783,8746,212.94
Đà Nẵng,xã Tây Giang,20455,xã,15.8516,107.484,8629,400.45
Đà Nẵng,xã Tân Hiệp,20434,xã,15.6080,107.999,,0
Đà Nẵng,xã Tam Xuân,20971,xã,15.5348,108.538,42834,66.92
Đà Nẵng,xã Trà Liên,20908,xã,15.3478,108.37,7052,178.15
Đà Nẵng,xã Trà Leng,20938,xã,15.2399,108.009,6586,221.15
Đà Nẵng,xã Thăng An,20794,xã,15.7790,108.395,51988,80.98
Đà Nẵng,xã Thăng Điền,20848,xã,15.6675,108.412,4228,61.59
Đà Nẵng,xã Thượng Đức,20506,xã,15.8463,107.89,2252,216.37
Đà Nẵng,xã Trà My,20900,xã,15.3491,108.235,19956,130.60
Đà Nẵng,phường Thanh Khê,20209,phường,16.0697,108.203,201240,7.92
Đắk Lắk,phường Buôn Hồ,24305,phường,12.8944,108.251,6278,66.54
Đà Nẵng,xã Hiệp Đức,20779,xã,15.5870,108.052,35734,46.00
Đắk Lắk,phường Thành Nhất,24154,phường,12.6570,107.98,52466,32.22
Đắk Lắk,xã Buôn Đôn,24235,xã,12.9312,107.679,6582,1118.35
Đắk Lắk,xã Xuân Cảnh,22060,xã,13.5584,109.223,23972,83.81
Đắk Lắk,xã Cư M’gar,24280,xã,12.8706,108.069,,114.39
Đắk Lắk,xã Tuy An Đông,22120,xã,13.3321,109.259,40108,46.05
Đà Nẵng,xã Trà Tập,20941,xã,15.1313,108.06,8384,183.17
Đà Nẵng,xã Trà Tân,20923,xã,15.2636,108.185,29638,135.94
Đắk Lắk,xã Cư Pơng,24313,xã,13.0432,108.152,17687,137.81
Đắk Lắk,xã Xuân Thọ,22075,xã,13.4754,109.161,10793,192.12
Đắk Lắk,xã Tuy An Nam,22153,xã,13.1833,109.231,29805,69.99
Đắk Lắk,xã Xuân Phước,22111,xã,13.2968,109.066,16197,102.81
Đắk Lắk,xã Vân Hòa,22177,xã,13.1810,109.082,6661,151.47
Đắk Lắk,phường Xuân Đài,22076,phường,13.3871,109.222,21574,13.40
Đắk Lắk,xã Vụ Bổn,24529,xã,12.6243,108.446,18111,109.13
Đắk Lắk,phường Buôn Ma Thuột,24133,phường,12.7089,108.028,169596,71.99
Đắk Lắk,phường Bình Kiến,22045,phường,13.1366,109.252,44406,73.71
Đắk Lắk,xã Tuy An Tây,22132,xã,13.2501,109.152,12913,136.20
Đắk Lắk,xã Xuân Lộc,22057,xã,13.6282,109.185,104304,140.50
Đắk Lắk,xã Xuân Lãnh,22090,xã,13.5003,109.04,15933,174.65
Đắk Lắk,xã Tuy An Bắc,22114,xã,13.3173,109.197,26174,52.32
Đắk Lắk,xã Đắk Liêng,24595,xã,12.3907,108.091,22881,135.55
Đắk Lắk,xã Yang Mao,24484,xã,12.4056,108.589,1697,562.38
Đắk Lắk,xã Cư M’ta,24436,xã,12.7193,108.878,,279.42
Đắk Lắk,xã Đắk Phơi,24598,xã,12.3118,108.202,14726,266.83
Đắk Lắk,xã Cuôr Đăng,24301,xã,12.7776,108.168,28804,102.84
Đắk Lắk,phường Ea Kao,24169,phường,12.6109,108.048,5707,60.70
Đắk Lắk,phường Đông Hòa,22258,phường,12.9607,109.316,132056,21.89
Đắk Lắk,xã Ea Bung,24229,xã,13.1158,107.696,9677,390.08
Đắk Lắk,xã Ea Hiao,24187,xã,13.2482,108.326,30796,361.69
Đắk Lắk,xã Dur Kmăl,24568,xã,12.4739,108.12,12594,114.49
Đắk Lắk,xã Dliê Ya,24346,xã,13.0879,108.348,46569,179.73
Đắk Lắk,xã Ea Drông,24328,xã,12.8663,108.321,23951,111.13
Đắk Lắk,xã Cư Yang,24406,xã,12.6480,108.628,16682,149.43
Đắk Lắk,xã Cư Prao,24415,xã,12.8359,108.635,13765,204.89
Đắk Lắk,xã Ea Drăng,24181,xã,13.2192,108.222,54475,171.34
Đắk Lắk,xã Ea H’Leo,24184,xã,13.3407,108.095,,338.32
Đắk Lắk,xã Đồng Xuân,22081,xã,13.3910,109.094,26907,206.26
Đắk Lắk,xã Dray Bhăng,24561,xã,12.5491,108.173,39801,101.37
Đắk Lắk,xã Đức Bình,22222,xã,12.9866,108.981,15896,160.36
Đắk Lắk,xã Ea Ning,24540,xã,12.6041,108.235,34175,86.21
Đắk Lắk,xã Ea Phê,24502,xã,12.7260,108.364,48605,84.66
Đắk Lắk,xã Ea Na,24559,xã,12.5378,108.005,42164,134.18
Đắk Lắk,xã Ea Rốk,24217,xã,13.2669,107.887,28785,544.60
Đắk Lắk,xã Ea Păl,24400,xã,12.7367,108.606,15049,102.52
Đắk Lắk,xã Ea Kar,24373,xã,12.7996,108.468,87972,198.67
Đắk Lắk,xã Ea Kiết,24265,xã,12.9926,108.035,20177,201.83
Đắk Lắk,xã Ea Khăl,24208,xã,13.1350,108.127,29956,247.05
Đắk Lắk,xã Ea Kly,24496,xã,12.7626,108.401,40161,107.63
Đắk Lắk,xã Ea Ô,24403,xã,12.6536,108.528,23852,137.73
Đắk Lắk,xã Ea Riêng,24433,xã,12.7989,108.839,15719,167.56
Đắk Lắk,xã Ea Tul,24277,xã,12.9099,108.148,34876,159.51
Đắk Lắk,xã Ea Wy,24193,xã,13.2130,108.061,28567,213.94
Đắk Lắk,xã Hòa Sơn,24472,xã,12.4897,108.268,25392,108.55
Đắk Lắk,xã Ea Knuếc,24505,xã,12.6954,108.21,43748,122.39
Đắk Lắk,xã Ea M’Droh,24286,xã,12.8669,107.972,,135.51
Đắk Lắk,xã Ea Ktur,24544,xã,12.6152,108.133,54269,100.72
Đắk Lắk,xã Ea Knốp,24376,xã,12.9208,108.573,37016,448.65
Đắk Lắk,xã Ea Wer,24241,xã,12.8306,107.884,29708,184.61
Đắk Lắk,xã Krông Búk,24310,xã,13.0549,108.24,30822,134.83
Đắk Lắk,xã Phú Hòa 2,22303,xã,13.0970,109.193,38691,95.78
Đắk Lắk,xã Ia Rvê,24221,xã,13.2245,107.65,6847,217.83
Đắk Lắk,xã Ia Lốp,24214,xã,13.3153,107.732,6502,194.09
Đắk Lắk,xã Krông Bông,24448,xã,12.4816,108.381,23168,166.03
Đắk Lắk,xã Krông Á,24444,xã,12.5446,108.769,129,291.60
Đắk Lắk,xã Ô Loan,22147,xã,13.2533,109.253,40278,103.48
Đắk Lắk,xã M’Drắk,24412,xã,12.7953,108.721,,151.69
Đắk Lắk,xã Krông Nô,24604,xã,12.2284,108.257,22636,159.82
Đắk Lắk,xã Ea Trang,24445,xã,12.6130,108.843,6585,207.40
Đắk Lắk,xã Ea Súp,24211,xã,13.0356,107.877,30762,418.72
Đắk Lắk,phường Hòa Hiệp,22261,phường,12.9917,109.372,53597,40.81
Đắk Lắk,xã Krông Ana,24538,xã,12.4486,108.013,48491,107.23
Đắk Lắk,xã Krông Năng,24343,xã,12.9719,108.337,43678,98.34
Đắk Lắk,xã Nam Ka,24607,xã,12.3332,108.015,6424,172.86
Đắk Lắk,xã Hòa Thịnh,22276,xã,12.8896,109.257,30602,159.23
Đắk Lắk,xã Hòa Xuân,22291,xã,12.9040,109.387,22962,129.33
Đắk Lắk,xã Tân Tiến,24526,xã,12.6233,108.37,33994,207.20
Đắk Lắk,xã Liên Sơn Lắk,24580,xã,12.3814,108.328,26772,398.82
Đắk Lắk,xã Hòa Mỹ,22285,xã,12.8858,109.158,2653,190.14
Đắk Lắk,xã Phú Mỡ,22096,xã,13.4487,108.878,9007,547.20
Đắk Lắk,phường Cư Bao,24340,phường,12.8055,108.252,36911,104.94
Đắk Lắk,xã Phú Xuân,24364,xã,12.9064,108.427,34836,140.74
Đắk Lắk,xã Pơng Drang,24316,xã,12.9679,108.236,30208,85.03
Đắk Lắk,xã Quảng Phú,24259,xã,12.7911,108.071,17573,263.58
Đắk Lắk,xã Tây Sơn,22171,xã,13.2615,108.925,11052,334.62
Đắk Lắk,phường Tân Lập,24121,phường,12.6647,108.097,73316,46.70
Đắk Lắk,xã Ea Ly,22237,xã,12.9885,108.745,12104,140.35
Đắk Lắk,phường Tân An,24163,phường,12.7203,108.11,85997,8.06
Đắk Lắk,xã Suối Trai,22192,xã,13.0968,108.853,11387,186.95
Đắk Lắk,xã Sông Hinh,22207,xã,12.8622,108.957,23841,460.13
Đắk Lắk,xã Sơn Hòa,22165,xã,13.1060,108.991,,268.09
Đắk Lắk,xã Hòa Phú,24175,xã,12.6162,107.958,48822,109.07
Đắk Lắk,phường Sông Cầu,22051,phường,13.4394,109.298,38891,90.49
Gia Lai,xã Ia Chia,23788,xã,13.8857,107.585,9065,172.86
Gia Lai,xã Ia Dơk,23869,xã,13.8513,107.677,17829,100.53
Đắk Lắk,xã Tam Giang,24352,xã,13.0440,108.438,23277,205.20
Đắk Lắk,xã Sơn Thành,22250,xã,12.9447,109.083,27838,218.11
Đắk Lắk,xã Ea Nuôl,24250,xã,12.7205,107.927,43706,111.74
Gia Lai,xã Al Bá,23954,xã,13.7113,108.148,,109.18
Đắk Lắk,xã Dang Kang,24454,xã,12.5746,108.319,21301,105.91
Đắk Lắk,xã Ea Bá,22225,xã,12.9721,108.816,8316,131.79
Đắk Lắk,phường Phú Yên,22240,phường,13.0440,109.315,61799,44.04
Đắk Lắk,xã Tây Hòa,22255,xã,13.0019,109.244,4972,55.14
Đắk Lắk,phường Tuy Hòa,22015,phường,13.0799,109.289,126118,33.77
Gia Lai,xã Vân Canh,21994,xã,13.5880,108.982,1385,208.75
Đắk Lắk,xã Krông Pắc,24490,xã,12.7028,108.301,68682,112.52
Đắk Lắk,xã Phú Hòa 1,22319,xã,13.0296,109.176,54212,142.54
Đắk Lắk,xã Cư Pui,24478,xã,12.5467,108.498,27561,314.08
Gia Lai,xã Vĩnh Quang,21805,xã,14.0843,108.742,9074,89.35
Gia Lai,phường An Bình,23614,phường,13.9690,108.61,5015,18.39
Gia Lai,xã Vĩnh Sơn,21787,xã,14.3348,108.711,6029,328.89
Gia Lai,xã An Hòa,21628,xã,14.5274,108.855,19033,77.90
Gia Lai,xã Uar,24109,xã,13.2257,108.542,22215,412.31
Gia Lai,xã Vạn Đức,21703,xã,14.4006,108.915,21617,111.88
Gia Lai,xã Vĩnh Thạnh,21786,xã,14.1791,108.727,30522,65.90
Gia Lai,xã Ân Hảo,21697,xã,14.4760,108.932,2239,95.46
Gia Lai,xã Ya Hội,24007,xã,13.8942,108.698,8753,215.75
Gia Lai,xã Vĩnh Thịnh,21796,xã,14.1413,108.815,10839,133.91
Gia Lai,phường An Nhơn Nam,21943,phường,13.8510,109.081,31651,60.05
Gia Lai,xã Ia Ko,23977,xã,13.5847,108.004,24935,210.72
Gia Lai,xã Xuân An,21892,xã,13.9850,109.132,30502,67.61
Gia Lai,xã An Toàn,21622,xã,14.4934,108.71,179,295.34
Gia Lai,phường An Phú,23602,phường,13.9746,108.065,16293,16.85
Gia Lai,xã An Nhơn Tây,21940,xã,13.8115,109.014,40896,77.70
Gia Lai,phường Bình Định,21907,phường,13.8932,109.058,42768,25.16
Gia Lai,xã An Lão,21609,xã,14.6304,108.914,10703,103.87
Gia Lai,xã An Lương,21769,xã,14.1804,109.168,37958,66.57
Gia Lai,xã Ya Ma,23833,xã,13.8177,108.582,883,176.88
Gia Lai,phường An Nhơn Đông,21934,phường,13.9106,109.112,26443,17.21
Gia Lai,phường An Nhơn,21910,phường,13.9174,109.063,114498,3.23
Gia Lai,xã Ia Dom,23872,xã,13.8078,107.535,9157,145.43
Gia Lai,xã Bình Khê,21820,xã,13.9733,108.807,2168,151.83
Gia Lai,xã Bình Dương,21733,xã,14.2693,109.101,27314,65.81
Gia Lai,phường An Nhơn Bắc,21925,phường,13.9326,109.153,38484,31.95
Gia Lai,phường Bồng Sơn,21640,phường,14.4036,109.029,41435,81.11
Gia Lai,xã An Vinh,21616,xã,14.6136,108.814,6522,196.19
Gia Lai,xã Ân Tường,21715,xã,14.3551,108.869,18582,227.45
Gia Lai,xã Bàu Cạn,23896,xã,13.8341,107.888,22266,114.25
Gia Lai,xã Chư Prông,23887,xã,13.7786,107.94,33892,124.77
Gia Lai,xã Biển Hồ,23590,xã,14.0839,108.037,40983,170.44
Gia Lai,xã Chư Pưh,23942,xã,13.5180,108.138,33374,184.44
Gia Lai,phường Ayun Pa,24044,phường,13.4094,108.435,2682,17.61
Gia Lai,xã Bình An,21829,xã,13.9535,108.902,59475,73.43
Gia Lai,xã Chư Sê,23941,xã,13.7038,108.071,68975,124.93
Gia Lai,xã Ayun,23798,xã,14.1434,108.313,12692,202.24
Gia Lai,xã Cát Tiến,21880,xã,14.0649,109.187,33523,103.36
Gia Lai,xã Chư Păh,23722,xã,14.1359,107.962,19446,103.58
Gia Lai,xã Bờ Ngoong,23947,xã,13.8100,108.086,31436,172.11
Gia Lai,xã Bình Phú,21835,xã,13.8632,108.843,51081,47.30
Gia Lai,xã Chư A Thai,24049,xã,13.5684,108.279,21654,133.92
Gia Lai,xã Chơ Long,23851,xã,13.7554,108.421,7739,195.07
Gia Lai,xã Chư Krey,23830,xã,13.8857,108.441,9468,195.59
Gia Lai,xã Canh Liên,21997,xã,13.6903,108.898,2357,331.67
Gia Lai,xã Canh Vinh,22006,xã,13.6830,109.043,16832,258.72
Gia Lai,phường Hội Phú,23586,phường,13.9341,108.02,46358,34.86
Gia Lai,xã Đăk Song,23842,xã,13.6702,108.769,4764,327.49
Gia Lai,phường Diên Hồng,23563,phường,13.9513,107.975,75633,1.86
